,class,class_name,conf,location,File DateTime,Acquisition Date,Image ID,Sensor Mode,Sensor Name,Angle to North,Mean Ground Sample Distance,Sun Azimuth,Sun Elevation,centroid_latitude,centroid_longitude
0,0,Damaged-Buildings,0.19677910208702087,top left,28095730ZOCT23,20231021085912,8E0A0000,PUSHBROOM,WV03,270,014.5,169.8,+32.4,46.6510321649,32.5910267517
1,0,Damaged-Buildings,0.10443439334630966,top left,28095730ZOCT23,20231021085912,8E0A0000,PUSHBROOM,WV03,270,014.5,169.8,+32.4,46.6505773465,32.5900293933
